NAME,TICKER,COUNTRY,ICB,INDUS,SUP SEC,SEC,SUB SEC
Bonanza Creek Energy Inc.,BCEI,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
American Safety Insurance Holdings Ltd.,ASI,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Federal Agricultural Mortgage Corp. Cl C,AGM,United States,8779,Financials,Financial Services,Financial Services,Mortgage Finance
Ampco-Pittsburgh Corp.,AP,United States,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
CSS Industries Inc.,CSS,United States,5557,Consumer Services,Media,Media,Publishing
Headwaters Inc.,HW,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Doral Financial Corp.,DRL,United States,8355,Financials,Banks,Banks,Banks
Five Star Quality Care Inc.,FVE,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Oppenheimer Holdings Inc.,OPY,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Hovnanian Enterprises Inc. Cl A,HOV,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Industrias Bachoco S.A.B. de C.V.,IBA,Mexico,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
North American Energy Partners Inc.,NOA,Canada,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
Omega Protein Corp.,OME,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Revlon Inc. Cl A,REV,United States,3767,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products
SeaBright Holdings Inc.,SBX,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Spartech Corp.,SEH,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Tsakos Energy Navigation Ltd.,TNP,Greece,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Simcere Pharmaceutical Group,SCR,China,4577,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals
ReneSola Ltd.,SOL,China,0583,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment
Safe Bulkers Inc.,SB,Greece,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Metals USA Holdings Corp.,MUSA,United States,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Active Network Inc.,ACTV,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
Apollo Residential Mortgage Inc.,AMTG,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Teavana Holdings Inc.,TEA,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
InvenSense Inc.,INVN,United States,9576,Technology,Technology,Technology Hardware & Equipment,Semiconductors
Imperva Inc.,IMPV,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Guidewire Software Inc.,GWRE,United States,9537,Technology,Technology,Software & Computer Services,Software
Roundy's Inc.,RNDY,United States,5337,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers
USEC Inc.,USU,United States,1755,Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals
Vishay Precision Group Inc.,VPG,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Arlington Asset Investment Corp. Cl A,AI,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Hyperdynamics Corp.,HDY,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Kenneth Cole Productions Inc. Cl A,KCP,United States,3765,Consumer Goods,Personal & Household Goods,Personal Goods,Footwear
Lydall Inc.,LDL,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Mahanagar Telephone Nigam Ltd.,MTE,India,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Natural Gas Services Group Inc.,NGS,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Nam Tai Electronics Inc.,NTE,Hong Kong,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Pike Electric Corp.,PIKE,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
Mac-Gray Corp.,TUC,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Artio Global Investors Inc. Cl A,ART,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
Chatham Lodging Trust,CLDT,United States,8677,Financials,Real Estate,Real Estate Investment Trusts,Hotel & Lodging Real Estate Investment Trusts
China Ming Yang Wind Power Group Ltd.,MY,China,0583,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment
FXCM Inc.,FXCM,United States,8777,Financials,Financial Services,Financial Services,Investment Services
FutureFuel Corp.,FF,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
TMS International Corp. Cl A,TMS,United States,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Primero Mining Corp.,PPP,Canada,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Genie Energy Ltd. Cl B,GNE,United States,7575,Utilities,Utilities,Gas, Water & Multiutilities,Multiutilities
Manning & Napier Inc.,MN,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
Matador Resources Co.,MTDR,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Schiff Nutrition International Inc. Cl A,WNI,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
CryoLife Inc.,CRY,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
Ducommun Inc.,DCO,United States,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
Flagstar Bancorp Inc.,FBC,United States,8355,Financials,Banks,Banks,Banks
Hill International Inc.,HIL,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
Dynegy Inc.,DYN,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Miller Energy Resources Inc.,MILL,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Met-Pro Corp.,MPR,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Lin TV Corp.,TVL,United States,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
TAL Education Group,XRS,China,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Noah Holdings Ltd.,NOAH,China,8771,Financials,Financial Services,Financial Services,Asset Managers
Walker & Dunlop Inc.,WD,United States,8779,Financials,Financial Services,Financial Services,Mortgage Finance
Primus Telecommunications Group Inc.,PTGI,United States,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Unifi Inc.,UFI,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Alon USA Energy Inc.,ALJ,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Franklin Covey Co.,FC,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
GMX Resources Inc.,GMXR,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
IDT Corp. Cl B,IDT,United States,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
International Shipholding Corp.,ISH,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Midas Inc.,MDS,United States,,,,,,,,
McClatchy Co. Cl A,MNI,United States,5557,Consumer Services,Media,Media,Publishing
Martha Stewart Living Omnimedia Inc.,MSO,United States,5557,Consumer Services,Media,Media,Publishing
Schawk Inc.,SGK,United States,5555,Consumer Services,Media,Media,Media Agencies
Pulse Electronics Corp.,PULS,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
TRC Cos. Inc.,TRR,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
JMP Group Corp.,JMP,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Skilled Healthcare Group Inc. Cl A,SKH,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Ambow Education Holding Ltd.,AMBO,China,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Country Style Cooking Restaurant Chain Co. Ltd.,CCSC,China,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Proto Labs Inc.,PRLB,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Red Lion Hotels Corp.,RLH,United States,5753,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels
Equal Energy Ltd.,EQU,Canada,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Enzo Biochem Inc.,ENZ,United States,4573,Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology
Gramercy Capital Corp.,GKK,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Gray Television Inc.,GTN,United States,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
MPG Office Trust Inc.,MPG,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
NL Industries Inc.,NL,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Empresa Distribuidora y Comercializadora Norte S.A.,EDN,Argentina,7535,Utilities,Utilities,Electricity,Conventional Electricity
Rosetta Stone Inc.,RST,United States,9537,Technology,Technology,Software & Computer Services,Software
Xerium Technologies Inc.,XRM,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Arbor Realty Trust Inc.,ABR,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Build-A-Bear Workshop Inc.,BBW,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Culp Inc.,CFI,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Carriage Services Inc.,CSV,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Danaos Corp.,DAC,Greece,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Excel Maritime Carriers Ltd.,EXM,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Luby's Inc.,LUB,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Marine Products Corp.,MPX,United States,3745,Consumer Goods,Personal & Household Goods,Leisure Goods,Recreational Products
Natuzzi S.p.A.,NTZ,Italy,3726,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings
Oil-Dri Corp. of America,ODC,United States,3724,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Nondurable Household Products
A. H. Belo Corp. Series A,AHC,United States,5557,Consumer Services,Media,Media,Publishing
China Cord Blood Corp.,CO,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
JinkoSolar Holding Co. Ltd.,JKS,China,0583,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment
MaxLinear Inc.,MXL,United States,9576,Technology,Technology,Technology Hardware & Equipment,Semiconductors
Xueda Education Group,XUE,China,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Box Ships Inc.,TEU,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
STAG Industrial Inc.,STAG,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
AVG Technologies N.V.,AVG,Netherlands,9537,Technology,Technology,Software & Computer Services,Software
Greenway Medical Technologies Inc.,GWAY,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
EPAM Systems Inc.,EPAM,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
Christopher & Banks Corp.,CBK,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Nautilus Inc.,NLS,United States,3745,Consumer Goods,Personal & Household Goods,Leisure Goods,Recreational Products
DHT Holdings Inc.,DHT,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Entravision Communications Corp.,EVC,United States,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
Furniture Brands International Inc.,FBN,United States,3726,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings
First BanCorp (Puerto Rico),FBP,United States,8355,Financials,Banks,Banks,Banks
First Marblehead Corp.,FMD,United States,8773,Financials,Financial Services,Financial Services,Consumer Finance
Independence Holding Co.,IHC,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Grupo Radio Centro S.A.B. de C.V.,RC,Mexico,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
Sparton Corp.,SPA,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Orbitz Worldwide Inc.,OWW,United States,5759,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism
Xinyuan Real Estate Co. Ltd.,XIN,China,8633,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development
China Green Agriculture Inc.,CGA,China,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Concord Medical Services Holdings Ltd.,CCM,China,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
